BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201703,1,658,201703,1,700,112766,675176,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,187,OWEN,ILN,01-MAR-17 06:58:00,EST-5,01-MAR-17 07:00:00,0,0,0,0,20.00K,0.00K,Emergency Manager,60.00,EG,,,,,,,,,,1,SSE,OWENTON,1,SSE,OWENTON,38.5166,-84.8229,38.5166,-84.8229,"An unseasonably warm and moist air mass was in place across the region during the morning hours of March 1st. Showers and thunderstorms developed across the Ohio Valley during the early morning hours as a strong low pressure system lifted northeast into the Great Lakes region. These storms produced heavy rain, large hail and several tornadoes. A squall line then moved through the region during the mid morning hours ahead of an approaching cold front. These storms resulted in damaging winds and additional heavy rain.",The garage doors of a wrecker service station were blown in. Numerous trees were also downed.,CSV
201703,1,720,201703,1,723,112766,673706,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,23,BRACKEN,ILN,01-MAR-17 07:20:00,EST-5,01-MAR-17 07:23:00,0,0,0,0,40.00K,0.00K,NWS Storm Survey,70.00,EG,,,,,,,,,,0,NE,WILLOW GROVE,0,NE,WILLOW GROVE,38.7838,-84.1667,38.7838,-84.1667,"An unseasonably warm and moist air mass was in place across the region during the morning hours of March 1st. Showers and thunderstorms developed across the Ohio Valley during the early morning hours as a strong low pressure system lifted northeast into the Great Lakes region. These storms produced heavy rain, large hail and several tornadoes. A squall line then moved through the region during the mid morning hours ahead of an approaching cold front. These storms resulted in damaging winds and additional heavy rain.","Several barns were severely damaged along Kentucky Route 8. The barns looked as if they were collapsed by strong west winds. Another barn was destroyed on Eden Ridge Road. Several large trees were down throughout the county. Also, a house on Snag Creek Road had major damage with a large section of the roof missing. A large swath of damage with numerous trees laying in the road was located along Kentucky Route 8 just west and including Snag Creek Road. Based on the damage, winds were estimated to be 70 to 80 mph.",CSV
201703,2,649,201703,2,654,112766,673886,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,15,BOONE,ILN,02-MAR-17 06:49:00,EST-5,02-MAR-17 06:54:00,0,0,0,0,200.00K,0.00K,NWS Storm Survey,74.00,EG,,,,,,,,,,2,NW,HUEYS CORNER,1,W,DEVON,38.97,-84.72,38.97,-84.61,"An unseasonably warm and moist air mass was in place across the region during the morning hours of March 1st. Showers and thunderstorms developed across the Ohio Valley during the early morning hours as a strong low pressure system lifted northeast into the Great Lakes region. These storms produced heavy rain, large hail and several tornadoes. A squall line then moved through the region during the mid morning hours ahead of an approaching cold front. These storms resulted in damaging winds and additional heavy rain.","Numerous hardwood and softwood trees were snapped or uprooted. In addition, damage occurred to the roofs of several homes and businesses. Most roof damage consisted of roofing material fully or partially removed. A few barns and outbuildings were completely destroyed. The damage was consistent with wind speeds of 65 to 85 mph. The damage swath continued east into Kenton County.",CSV
201703,1,950,201703,1,950,112769,673631,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,71,FLOYD,JKL,01-MAR-17 09:50:00,EST-5,01-MAR-17 09:50:00,0,0,0,0,,,Public,60.00,EG,,,,,,,,,,1,E,PRICE,1,E,PRICE,37.4,-82.74,37.4,-82.74,"The first severe weather outbreak of 2017 struck eastern Kentucky during the early morning hours of March 1st. A line of severe thunderstorms raced across the area between roughly 730 am and 1045 am on Wednesday, March 1st, 2017. A number of these storms packed very strong winds that downed trees and power lines and damaged or destroyed numerous buildings and other structures across the area.",The roofs of numerous structures were damage in Price.,CSV
201703,1,942,201703,1,942,112769,673632,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,71,FLOYD,JKL,01-MAR-17 09:42:00,EST-5,01-MAR-17 09:42:00,0,0,0,0,,,Amateur Radio,60.00,EG,,,,,,,,,,2,E,LANCER,2,E,LANCER,37.67,-82.69,37.67,-82.69,"The first severe weather outbreak of 2017 struck eastern Kentucky during the early morning hours of March 1st. A line of severe thunderstorms raced across the area between roughly 730 am and 1045 am on Wednesday, March 1st, 2017. A number of these storms packed very strong winds that downed trees and power lines and damaged or destroyed numerous buildings and other structures across the area.",The roof of a house was damaged and a well pump house was turned over on Sugarloaf Branch Road.,CSV
201703,1,945,201703,1,945,112769,673633,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,235,WHITLEY,JKL,01-MAR-17 09:45:00,EST-5,01-MAR-17 09:45:00,0,0,0,0,,,911 Call Center,50.00,EG,,,,,,,,,,3,SSE,WOODBINE,3,SSE,WOODBINE,36.86,-84.07,36.86,-84.07,"The first severe weather outbreak of 2017 struck eastern Kentucky during the early morning hours of March 1st. A line of severe thunderstorms raced across the area between roughly 730 am and 1045 am on Wednesday, March 1st, 2017. A number of these storms packed very strong winds that downed trees and power lines and damaged or destroyed numerous buildings and other structures across the area.",A tree was blown down on Meadow Creek Road.,CSV
201703,1,957,201703,1,957,112769,673634,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,131,LESLIE,JKL,01-MAR-17 09:57:00,EST-5,01-MAR-17 09:57:00,0,0,0,0,,,911 Call Center,60.00,EG,,,,,,,,,,1,NW,CUTSHIN,1,NW,CUTSHIN,37.09,-83.26,37.09,-83.26,"The first severe weather outbreak of 2017 struck eastern Kentucky during the early morning hours of March 1st. A line of severe thunderstorms raced across the area between roughly 730 am and 1045 am on Wednesday, March 1st, 2017. A number of these storms packed very strong winds that downed trees and power lines and damaged or destroyed numerous buildings and other structures across the area.",A barn was blown down.,CSV
201703,1,1007,201703,1,1007,112769,673635,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,195,PIKE,JKL,01-MAR-17 10:07:00,EST-5,01-MAR-17 10:07:00,0,0,0,0,,,Emergency Manager,55.00,EG,,,,,,,,,,0,N,GREASY CREEK,0,N,GREASY CREEK,37.38,-82.48,37.38,-82.48,"The first severe weather outbreak of 2017 struck eastern Kentucky during the early morning hours of March 1st. A line of severe thunderstorms raced across the area between roughly 730 am and 1045 am on Wednesday, March 1st, 2017. A number of these storms packed very strong winds that downed trees and power lines and damaged or destroyed numerous buildings and other structures across the area.",A car port was blown over at a residence.,CSV
201701,5,800,201701,5,2000,112152,668876,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,9,CALLOWAY,PAH,05-JAN-17 08:00:00,CST-6,05-JAN-17 20:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A weak disturbance in the upper levels of the atmosphere produced a swath of light snow as it raced eastward across the central states. Accumulations were less than an inch over most of western Kentucky, except around an inch in the Owensboro and Henderson area. Although accumulations were light, travel impacts were significant due to cold pavement temperatures. The snow produced a very slippery coating on roadways. Schools were closed in some areas, including Henderson County. Several accidents were reported on highways, including the Purchase Parkway and Interstate 24. One person was injured on Interstate 24 in McCracken County after his car slid into a cable barrier in the median at exit 16. Many vehicles slid off roads and city streets, but no other injuries were reported. As the snow ended, falling temperatures caused moisture on roadways to freeze. The result was another rash of accidents during the evening hours.",,CSV
201701,13,2200,201701,14,1000,112886,674377,KENTUCKY,21,2017,0001-01-01,Dense Fog,Z,11,LYON,PAH,13-JAN-17 22:00:00,CST-6,14-JAN-17 10:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Widespread dense fog blanketed most of western Kentucky, generally along and southwest of a line from Marion to Madisonville and Central City. Visibility was reduced to one-quarter mile or less at times. The dense fog formed during the late evening hours and continued through mid-morning. The dense fog formed immediately following a cold rainstorm. The fog area was under the southern periphery of a surface high pressure system that was centered over the Great Lakes region.",,CSV
201701,13,2200,201701,14,1000,112886,674379,KENTUCKY,21,2017,0001-01-01,Dense Fog,Z,8,MARSHALL,PAH,13-JAN-17 22:00:00,CST-6,14-JAN-17 10:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Widespread dense fog blanketed most of western Kentucky, generally along and southwest of a line from Marion to Madisonville and Central City. Visibility was reduced to one-quarter mile or less at times. The dense fog formed during the late evening hours and continued through mid-morning. The dense fog formed immediately following a cold rainstorm. The fog area was under the southern periphery of a surface high pressure system that was centered over the Great Lakes region.",,CSV
201701,13,2200,201701,14,1000,112886,674380,KENTUCKY,21,2017,0001-01-01,Dense Fog,Z,5,MCCRACKEN,PAH,13-JAN-17 22:00:00,CST-6,14-JAN-17 10:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Widespread dense fog blanketed most of western Kentucky, generally along and southwest of a line from Marion to Madisonville and Central City. Visibility was reduced to one-quarter mile or less at times. The dense fog formed during the late evening hours and continued through mid-morning. The dense fog formed immediately following a cold rainstorm. The fog area was under the southern periphery of a surface high pressure system that was centered over the Great Lakes region.",,CSV
201701,13,2200,201701,14,1000,112886,674381,KENTUCKY,21,2017,0001-01-01,Dense Fog,Z,21,MUHLENBERG,PAH,13-JAN-17 22:00:00,CST-6,14-JAN-17 10:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Widespread dense fog blanketed most of western Kentucky, generally along and southwest of a line from Marion to Madisonville and Central City. Visibility was reduced to one-quarter mile or less at times. The dense fog formed during the late evening hours and continued through mid-morning. The dense fog formed immediately following a cold rainstorm. The fog area was under the southern periphery of a surface high pressure system that was centered over the Great Lakes region.",,CSV
201701,13,2200,201701,14,1000,112886,674382,KENTUCKY,21,2017,0001-01-01,Dense Fog,Z,22,TODD,PAH,13-JAN-17 22:00:00,CST-6,14-JAN-17 10:00:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Widespread dense fog blanketed most of western Kentucky, generally along and southwest of a line from Marion to Madisonville and Central City. Visibility was reduced to one-quarter mile or less at times. The dense fog formed during the late evening hours and continued through mid-morning. The dense fog formed immediately following a cold rainstorm. The fog area was under the southern periphery of a surface high pressure system that was centered over the Great Lakes region.",,CSV
201703,6,2200,201703,7,230,114246,684403,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,9,CALLOWAY,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,AWOS,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684404,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,3,CARLISLE,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,AWOS,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684405,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,17,CHRISTIAN,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,AWOS,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684406,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,10,CRITTENDEN,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,AWOS,35.00,EG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684407,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,19,DAVIESS,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Public,40.00,MG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,6,2200,201703,7,230,114246,684408,KENTUCKY,21,2017,0001-03-01,Strong Wind,Z,1,FULTON,PAH,06-MAR-17 22:00:00,CST-6,07-MAR-17 02:30:00,0,0,0,0,1.00K,0.00K,Mesonet,36.00,MG,,,,,,,,,,,,,,,,,,,,"Strong southwest winds preceded a cold front as it approached the region from western Missouri. Winds gusted to around 40 mph across most of western Kentucky. The highest measured wind gusts included: 52 mph a few miles southeast of Henderson, 46 mph near Philpot in Daviess County, 41 mph near Hickman in Fulton County, 41 mph near Calhoun in Mclean County, 41 mph near Trenton in Todd County, and 40 mph at the Paducah airport.",,CSV
201703,1,812,201703,1,817,112766,673716,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,135,LEWIS,ILN,01-MAR-17 08:12:00,EST-5,01-MAR-17 08:17:00,0,0,0,0,100.00K,0.00K,NWS Storm Survey,78.00,EG,,,,,,,,,,1,SW,BURTONVILLE,2,SSE,NASHTOWN,38.49,-83.58,38.49,-83.51,"An unseasonably warm and moist air mass was in place across the region during the morning hours of March 1st. Showers and thunderstorms developed across the Ohio Valley during the early morning hours as a strong low pressure system lifted northeast into the Great Lakes region. These storms produced heavy rain, large hail and several tornadoes. A squall line then moved through the region during the mid morning hours ahead of an approaching cold front. These storms resulted in damaging winds and additional heavy rain.","On Kentucky 989 just west of Burtonville, the top third of a silo was destroyed and blown to the east toppling onto another structure. Also, two other barns were destroyed. Several large trees were blown down or uprooted in the southwestern part of the county. Also, a few large, very well constructed barns were shifted 6 to 8 feet off their foundations with the opposite walls severely buckled. One of these barns had the roof completely blown off and large sections of the siding missing. All the debris from the above barns was scattered in fields to the east. Several smaller barns in this same area were completely destroyed.||Numerous trees were downed along Buck Lick Branch Road, five miles south-southeast of Tollesboro. Several homes in this neighborhood had minor damage. A brick home had the roof completely blown off. A 2 by 4 board from the roof of this house was blown approximately 100 yards to the east, piercing through a bedroom on the front of another brick house. Also, on the front of this same house, a large window facing west was blown into the house along with the front door. This allowed the wind to enter the house to do further damage. The roof was lifted but not detached. The force of the wind inside the house caused the brick foundation on the north side of the house to bulge and fail over a significant area. Debris from the house and associated shed was scattered into a field to the east of the house. Finally, a church on Mount Zion Road had a storage structure lifted up over the church and into the church cemetery.  ||The damage was consistent with wind speeds of 80 to 90 mph.",CSV
201703,2,654,201703,2,659,112766,673887,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,117,KENTON,ILN,02-MAR-17 06:54:00,EST-5,02-MAR-17 06:59:00,0,0,0,0,200.00K,0.00K,NWS Storm Survey,74.00,EG,,,,,,,,,,3,NNW,RICEDALE,2,NNW,INDEPENDENCE,38.97,-84.6,38.96,-84.55,"An unseasonably warm and moist air mass was in place across the region during the morning hours of March 1st. Showers and thunderstorms developed across the Ohio Valley during the early morning hours as a strong low pressure system lifted northeast into the Great Lakes region. These storms produced heavy rain, large hail and several tornadoes. A squall line then moved through the region during the mid morning hours ahead of an approaching cold front. These storms resulted in damaging winds and additional heavy rain.","Numerous hardwood and softwood trees were snapped or uprooted. In addition, damage occurred to the roofs of several homes and businesses. Most roof damage consisted of roofing material fully or partially removed. A few barns and outbuildings were completely destroyed. The damage was consistent with wind speeds of 65 to 85 mph. This was the continuation of a damage swath that started in Boone County.",CSV
201703,26,1254,201703,26,1254,113235,677500,KENTUCKY,21,2017,0001-03-01,Hail,C,175,MORGAN,JKL,26-MAR-17 12:54:00,EST-5,26-MAR-17 12:54:00,0,0,0,0,,,Public,1.00,,,,,,,,,,,0,N,BLAZE,0,N,BLAZE,38.02,-83.33,38.02,-83.33,"A broken line of showers and thunderstorms developed early this afternoon. One storm on the northern end of this line produced quarter sized hail in Morgan County, while pennies were reported in Elliott County. In addition, a rain shower mixed down strong enough winds to produce localized damage in Fleming County.",A citizen reported quarter sized hail near Blaze.,CSV
201703,1,1008,201703,1,1008,112769,673636,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,195,PIKE,JKL,01-MAR-17 10:08:00,EST-5,01-MAR-17 10:08:00,0,0,0,0,,,Public,60.00,EG,,,,,,,,,,1,S,ROAD JCT,1,S,ROAD JCT,37.34,-82.4,37.34,-82.4,"The first severe weather outbreak of 2017 struck eastern Kentucky during the early morning hours of March 1st. A line of severe thunderstorms raced across the area between roughly 730 am and 1045 am on Wednesday, March 1st, 2017. A number of these storms packed very strong winds that downed trees and power lines and damaged or destroyed numerous buildings and other structures across the area.",A tree was blown down and onto a home.,CSV
201703,1,1001,201703,1,1001,112769,673638,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,71,FLOYD,JKL,01-MAR-17 10:01:00,EST-5,01-MAR-17 10:01:00,0,0,0,0,,,Broadcast Media,60.00,EG,,,,,,,,,,0,N,MARE CREEK,0,N,MARE CREEK,37.57,-82.65,37.57,-82.65,"The first severe weather outbreak of 2017 struck eastern Kentucky during the early morning hours of March 1st. A line of severe thunderstorms raced across the area between roughly 730 am and 1045 am on Wednesday, March 1st, 2017. A number of these storms packed very strong winds that downed trees and power lines and damaged or destroyed numerous buildings and other structures across the area.",Shingles were blown off of homes in the Tram community.,CSV
201703,1,1013,201703,1,1013,112769,673639,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,235,WHITLEY,JKL,01-MAR-17 10:13:00,EST-5,01-MAR-17 10:13:00,0,0,0,0,,,911 Call Center,50.00,EG,,,,,,,,,,1,NE,SAVOY,1,NE,SAVOY,36.73,-84.12,36.73,-84.12,"The first severe weather outbreak of 2017 struck eastern Kentucky during the early morning hours of March 1st. A line of severe thunderstorms raced across the area between roughly 730 am and 1045 am on Wednesday, March 1st, 2017. A number of these storms packed very strong winds that downed trees and power lines and damaged or destroyed numerous buildings and other structures across the area.",A tree was blown down.,CSV
201703,27,1750,201703,27,1758,113234,677764,KENTUCKY,21,2017,0001-03-01,Hail,C,125,LAUREL,JKL,27-MAR-17 17:50:00,EST-5,27-MAR-17 17:58:00,0,0,0,1,,,Department of Highways,1.75,,,,,,,,,,,1,N,BERNSTADT,1,N,EAST BERNSTADT,37.1645,-84.2,37.19,-84.12,"Scattered to numerous thunderstorms developed early this afternoon as temperatures warmed into the 70s ahead of an approaching cool front. These produced isolated reports of large hail across Floyd County. More widespread storms arrived into the late afternoon and evening in the form of a line as the front approached the Bluegrass region and Interstate 75 corridor. These produced up to golf ball size hail, while also causing multiple trees to be blown down.",A department of highways official relayed a report of half dollar to golf ball size hail from near Bernstadt to East Bernstadt.,CSV
201703,1,630,201703,1,630,113678,680402,KENTUCKY,21,2017,0001-03-01,Hail,C,47,CHRISTIAN,PAH,01-MAR-17 06:30:00,CST-6,01-MAR-17 06:30:00,0,0,0,0,0.00K,0.00K,Emergency Manager,1.00,,,,,,,,,,,0,SW,PEMBROKE,0,SW,PEMBROKE,36.78,-87.35,36.78,-87.35,"A squall line of severe thunderstorms produced widespread damaging winds from 70 to 80 mph across southwest Kentucky, mainly along and south of a Paducah to Princeton to Madisonville line. An isolated tornado was embedded within the damaging wind area. The squall line intensified ahead of an upper-level trough advancing east of the Plains states. The squall line was focused along and ahead of a cold front, where winds at 850 mb were southwesterly between 50 and 60 knots. Ahead of the squall line, the air mass was moist and rather unstable.",This hail occurred at the Pembroke fire station.,CSV
201703,1,505,201703,1,505,113678,680422,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,75,FULTON,PAH,01-MAR-17 05:05:00,CST-6,01-MAR-17 05:05:00,0,0,0,0,0.00K,0.00K,Mesonet,55.00,MG,,,,,,,,,,2,E,HICKMAN,2,E,HICKMAN,36.57,-89.144,36.57,-89.144,"A squall line of severe thunderstorms produced widespread damaging winds from 70 to 80 mph across southwest Kentucky, mainly along and south of a Paducah to Princeton to Madisonville line. An isolated tornado was embedded within the damaging wind area. The squall line intensified ahead of an upper-level trough advancing east of the Plains states. The squall line was focused along and ahead of a cold front, where winds at 850 mb were southwesterly between 50 and 60 knots. Ahead of the squall line, the air mass was moist and rather unstable.",A wind gust to 63 mph was measured at the Kentucky mesonet site.,CSV
201703,1,1030,201703,1,1200,112766,678820,KENTUCKY,21,2017,0001-03-01,Flood,C,201,ROBERTSON,ILN,01-MAR-17 10:30:00,EST-5,01-MAR-17 12:00:00,0,0,0,0,0.00K,0.00K,Newspaper,,,Heavy Rain,,,,,,,,,1,WSW,PIQUA,1,WSW,PIQUA,38.4645,-84.0697,38.4672,-84.0662,"An unseasonably warm and moist air mass was in place across the region during the morning hours of March 1st. Showers and thunderstorms developed across the Ohio Valley during the early morning hours as a strong low pressure system lifted northeast into the Great Lakes region. These storms produced heavy rain, large hail and several tornadoes. A squall line then moved through the region during the mid morning hours ahead of an approaching cold front. These storms resulted in damaging winds and additional heavy rain.",Piqua Kentontown Road was underwater due to Johnson Creek overflowing.,CSV
201703,1,605,201703,1,610,113678,680438,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,107,HOPKINS,PAH,01-MAR-17 06:05:00,CST-6,01-MAR-17 06:10:00,0,0,0,0,1.00K,0.00K,Law Enforcement,61.00,EG,,,,,,,,,,0,E,DAWSON SPGS,0,N,MORTONS GAP,37.17,-87.7,37.23,-87.48,"A squall line of severe thunderstorms produced widespread damaging winds from 70 to 80 mph across southwest Kentucky, mainly along and south of a Paducah to Princeton to Madisonville line. An isolated tornado was embedded within the damaging wind area. The squall line intensified ahead of an upper-level trough advancing east of the Plains states. The squall line was focused along and ahead of a cold front, where winds at 850 mb were southwesterly between 50 and 60 knots. Ahead of the squall line, the air mass was moist and rather unstable.","A tree was blown down near Dawson Springs, blocking U.S. Highway 62. A trained spotter at Mortons Gap estimated a wind gust to 70 mph.",CSV
201703,1,610,201703,1,615,113678,680436,KENTUCKY,21,2017,0001-03-01,Thunderstorm Wind,C,47,CHRISTIAN,PAH,01-MAR-17 06:10:00,CST-6,01-MAR-17 06:15:00,0,0,0,0,0.00K,0.00K,Trained Spotter,53.00,MG,,,,,,,,,,0,ENE,GRACEY,6,N,HOPKINSVILLE,36.87,-87.65,36.9368,-87.48,"A squall line of severe thunderstorms produced widespread damaging winds from 70 to 80 mph across southwest Kentucky, mainly along and south of a Paducah to Princeton to Madisonville line. An isolated tornado was embedded within the damaging wind area. The squall line intensified ahead of an upper-level trough advancing east of the Plains states. The squall line was focused along and ahead of a cold front, where winds at 850 mb were southwesterly between 50 and 60 knots. Ahead of the squall line, the air mass was moist and rather unstable.","Scattered wind gusts around 60 mph were reported north and west of Hopkinsville. A wind gust to 60 mph was measured by a trained spotter along U.S. Highway 68 near the Trigg County line. At the Kentucky mesonet site six miles north of Hopkinsville, a wind gust to 61 mph was measured.",CSV
201701,5,800,201701,5,2000,112152,668878,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,17,CHRISTIAN,PAH,05-JAN-17 08:00:00,CST-6,05-JAN-17 20:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A weak disturbance in the upper levels of the atmosphere produced a swath of light snow as it raced eastward across the central states. Accumulations were less than an inch over most of western Kentucky, except around an inch in the Owensboro and Henderson area. Although accumulations were light, travel impacts were significant due to cold pavement temperatures. The snow produced a very slippery coating on roadways. Schools were closed in some areas, including Henderson County. Several accidents were reported on highways, including the Purchase Parkway and Interstate 24. One person was injured on Interstate 24 in McCracken County after his car slid into a cable barrier in the median at exit 16. Many vehicles slid off roads and city streets, but no other injuries were reported. As the snow ended, falling temperatures caused moisture on roadways to freeze. The result was another rash of accidents during the evening hours.",,CSV
201701,5,800,201701,5,2000,112152,668877,KENTUCKY,21,2017,0001-01-01,Winter Weather,Z,12,TRIGG,PAH,05-JAN-17 08:00:00,CST-6,05-JAN-17 20:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A weak disturbance in the upper levels of the atmosphere produced a swath of light snow as it raced eastward across the central states. Accumulations were less than an inch over most of western Kentucky, except around an inch in the Owensboro and Henderson area. Although accumulations were light, travel impacts were significant due to cold pavement temperatures. The snow produced a very slippery coating on roadways. Schools were closed in some areas, including Henderson County. Several accidents were reported on highways, including the Purchase Parkway and Interstate 24. One person was injured on Interstate 24 in McCracken County after his car slid into a cable barrier in the median at exit 16. Many vehicles slid off roads and city streets, but no other injuries were reported. As the snow ended, falling temperatures caused moisture on roadways to freeze. The result was another rash of accidents during the evening hours.",,CSV
201703,1,530,201703,1,630,112766,676345,KENTUCKY,21,2017,0001-03-01,Flash Flood,C,135,LEWIS,ILN,01-MAR-17 05:30:00,EST-5,01-MAR-17 06:30:00,0,0,0,0,0.00K,0.00K,Newspaper,,,Heavy Rain,,,,,,,,,1,NNW,CLARKSBURG,1,NNW,CLARKSBURG,38.5957,-83.3802,38.5967,-83.3749,"An unseasonably warm and moist air mass was in place across the region during the morning hours of March 1st. Showers and thunderstorms developed across the Ohio Valley during the early morning hours as a strong low pressure system lifted northeast into the Great Lakes region. These storms produced heavy rain, large hail and several tornadoes. A squall line then moved through the region during the mid morning hours ahead of an approaching cold front. These storms resulted in damaging winds and additional heavy rain.",High water was running across Blue Springs Road and completely surrounding the foundation of two homes.,CSV
201703,1,530,201703,1,630,112766,676346,KENTUCKY,21,2017,0001-03-01,Flash Flood,C,135,LEWIS,ILN,01-MAR-17 05:30:00,EST-5,01-MAR-17 06:30:00,0,0,0,0,0.00K,0.00K,Newspaper,,,Heavy Rain,,,,,,,,,0,N,CHARTERS,1,S,CHARTERS,38.57,-83.43,38.5581,-83.4328,"An unseasonably warm and moist air mass was in place across the region during the morning hours of March 1st. Showers and thunderstorms developed across the Ohio Valley during the early morning hours as a strong low pressure system lifted northeast into the Great Lakes region. These storms produced heavy rain, large hail and several tornadoes. A squall line then moved through the region during the mid morning hours ahead of an approaching cold front. These storms resulted in damaging winds and additional heavy rain.",High water was flowing across Kentucky Route 989.,CSV
